date,period_index,time_label,q_or_g0_kwh,g_final_kwh,x_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,actual_load_kwh,actual_pv_kwh,actual_price,price_forecast_used,last_update_time,balance_residual_kwh,normal_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan
2025-09-07,75,12:40,534.2190638888887,534.2190638888887,287.4589708333349,0.0,591.5799875000016,0.0,0.0,8881.243337486183,9442.465391088366,1016.9867833333333,1321.1078,0.4891,0.3130862169751216,12:00,0.0,261.2865441480555,0.0,0.0
2025-09-07,76,12:50,0.0,0.0,0.0,0.0,232.9452555555558,0.0,59.80059444444399,9442.465391088366,9663.45666439403,1014.0279,1306.7737499999998,0.574,0.49088151932185503,12:00,2.842170943040401e-14,0.0,0.0,0.0
2025-09-07,77,13:00,0.0,0.0,0.0,0.0,175.32961666666742,0.0,107.52204999999927,9663.45666439403,9829.788943379297,1019.3233333333333,1302.175,0.7802,0.75097246558355,12:00,-8.526512829121202e-14,0.0,0.0,0.0
2025-09-07,78,13:10,0.0,0.0,0.0,0.0,222.9539166666666,0.0,0.0,9829.788943379297,10041.30160035591,1038.3751166666666,1261.3290333333332,0.8491,0.7663320297562285,12:00,0.0,0.0,0.0,0.0
2025-09-07,79,13:20,0.0,0.0,0.0,0.0,185.41570000000002,0.0,0.0,10041.30160035591,10217.202378142254,1050.66235,1236.07805,0.8424,0.7623139010295369,12:00,0.0,0.0,0.0,0.0
2025-09-07,80,13:30,0.0,0.0,0.0,0.0,68.67664166666661,0.0,131.8308583333333,10217.202378142254,10282.35476105762,1055.53,1256.0375,0.8349,0.8053418542798629,12:00,7.105427357601002e-14,0.0,0.0,0.0
2025-09-07,81,13:40,0.0,0.0,0.0,0.0,229.90558333333342,0.0,0.0,10282.35476105762,10500.462348094514,1067.3873666666666,1297.29295,0.8331,0.757122452849856,12:00,0.0,0.0,0.0,0.0
2025-09-07,82,13:50,0.0,0.0,0.0,0.0,167.17786250000123,0.0,87.34770416666547,10500.462348094514,10659.06119405205,1057.3589833333333,1311.88455,0.8552,0.8326463120589254,12:00,8.526512829121202e-14,0.0,0.0,0.0
2025-09-07,83,14:00,0.0,0.0,0.0,0.0,0.0,0.0,243.7137499999999,10659.06119405205,10659.06119405205,1030.905,1274.6187499999999,0.8777,1.0316382700657227,12:00,0.0,0.0,0.0,0.0
2025-09-07,84,14:10,0.0,0.0,0.0,0.0,76.77089305555633,0.0,103.64740694444372,10659.06119405205,10731.892458070279,1026.44455,1206.86285,0.8587,1.1083798161830043,12:00,4.263256414560601e-14,0.0,0.0,0.0
2025-09-07,85,14:20,0.0,0.0,0.0,0.0,50.12476944444524,0.0,113.90283055555466,10731.892458070279,10779.444989660857,1032.8833,1196.9108999999999,0.8617,1.0749019710476009,12:00,4.973799150320701e-14,0.0,0.0,0.0
2025-09-07,86,14:30,0.0,0.0,0.0,0.0,21.666883333334347,0.0,148.73186666666572,10779.444989660857,10800.0,1036.195,1206.59375,0.9211,1.0703917229587785,12:00,1.0658141036401503e-13,0.0,0.0,0.0
2025-09-07,87,14:40,0.0,0.0,0.0,0.0,0.0,0.0,82.7929833333335,10800.0,10800.0,1036.9317833333332,1119.7247666666667,0.9814,1.1718033221089454,12:00,0.0,0.0,0.0,0.0
2025-09-07,88,14:50,0.0,2.437953806699928e-07,0.0,0.0,0.0,0.0,19.163999999999987,10800.0,10800.0,1052.4656499999999,1071.6296499999999,0.8641,0.9910859668207003,12:00,0.0,2.1066358843694078e-07,1.0533179421847039e-07,0.0
2025-09-07,89,15:00,31.602518518519283,184.94634602541203,0.0,0.0,0.0,0.0,15.74458333333314,10800.0,10800.0,1065.3616666666667,1081.1062499999998,0.6446,0.6457078611629408,12:00,0.0,119.21641464798059,49.42271560547154,0.0
2025-09-07,90,15:10,104.48004722222208,152.08905833333324,10.633150000000114,0.0,0.0,0.0,0.0,10800.0,10800.0,1037.6157333333333,1026.9825833333332,0.5961,0.6548618767824725,12:00,0.0,90.66028767249993,14.189865761666681,0.0
2025-09-07,91,15:20,195.5722902777777,235.41926250000006,53.188216666666676,0.0,0.0,0.0,0.0,10800.0,10800.0,1003.37095,950.1827333333333,0.6469,0.7428554902643931,12:00,0.0,152.29272091125006,12.888503165277825,0.0
2025-09-07,92,15:30,272.8897833333333,304.9747166666666,97.97749999999996,0.0,0.0,0.0,0.0,10800.0,10800.0,988.2399999999999,890.2624999999999,0.6938,0.7365188409147791,12:00,0.0,211.59145842333328,11.130263373333321,0.0
2025-09-07,93,15:40,330.4070930555555,354.7299875000001,153.29125,0.0,0.0,0.0,0.0,10800.0,10800.0,995.0427166666666,841.7514666666666,0.7144,0.7441379121278741,12:00,0.0,253.4191030700001,8.688137895555627,0.0
2025-09-07,94,15:50,396.3071027777777,412.86795833333326,246.1512499999999,0.0,0.0,0.0,0.0,10800.0,10800.0,1040.7125999999998,794.56135,0.7763,0.772014967223057,12:00,0.0,320.5093960541666,6.4280960838888745,0.0
2025-09-07,95,16:00,479.6324833333332,488.43129999999996,347.64166666666677,0.0,0.0,0.0,0.0,10800.0,10800.0,1084.7166666666667,737.0749999999999,0.8656,0.7906367443591901,12:00,0.0,422.78613328,3.8081278533333602,0.0
2025-09-07,96,16:10,553.0854888888889,562.5739833333334,396.2882000000001,0.0,0.0,0.0,0.0,10800.0,10800.0,1062.0078166666667,665.7196166666666,0.8912,0.7885256923508391,12:00,0.0,501.36593394666676,4.2280731244445064,0.0
2025-09-07,97,16:20,599.0956069444443,609.2737791666666,439.79773333333344,0.0,0.0,0.0,0.0,10800.0,10800.0,1050.4173,610.6195666666666,0.8662,0.8469489959081224,12:00,0.0,527.7529475141666,4.408166389444432,0.0
2025-09-07,98,16:30,641.48415,652.3520000000001,500.9374999999999,0.0,0.0,0.0,0.0,10800.0,10800.0,1067.8999999999999,566.9625,0.8367,0.9347627057042511,12:00,0.0,545.8229184,4.546565047500053,0.0
2025-09-07,99,16:40,726.024122222222,737.5816499999999,556.3336166666667,0.0,0.0,0.0,0.0,10800.0,10800.0,1056.4705666666666,500.13694999999996,0.8457,0.93473892532841,12:00,0.0,623.7728014049999,4.887100620833394,0.0
2025-09-07,100,16:50,792.6023236111109,804.8495291666666,609.6404833333332,0.0,0.0,0.0,0.0,10800.0,10800.0,1038.5362499999999,428.89576666666665,0.8948,0.9188650482315667,12:00,0.0,720.1793586983333,5.479399765555627,0.0
2025-09-07,101,17:00,834.6287333333332,847.5656166666665,671.7795833333332,0.0,0.0,0.0,0.0,10800.0,10800.0,1036.6233333333332,364.84375,0.9651,0.9424694034046232,12:00,0.0,817.9855766449998,6.242693052499931,0.0
2025-09-07,102,17:10,895.8563416666664,907.149408333333,744.0539666666667,0.0,0.0,0.0,0.0,10800.0,10800.0,1045.8376166666667,301.78364999999997,1.0275,0.9936548464176118,12:00,0.0,932.0960170624998,5.801812999999925,0.0
2025-09-07,103,17:20,951.8714625,961.5207125000001,793.2211666666665,0.0,0.0,0.0,0.0,10800.0,10800.0,1038.8855333333331,245.66436666666667,1.0559,1.0457887056621884,12:00,0.0,1015.2697203287502,5.094321537500036,0.0
2025-09-07,104,17:30,1012.8172333333332,1020.8226666666666,860.26125,0.0,0.0,0.0,0.0,10800.0,10800.0,1054.405,194.14374999999998,1.0504,1.0697547793292106,12:00,0.0,1072.2721290666666,4.204453586666659,0.0
2025-09-07,105,17:40,1098.5244541666664,1104.8860708333332,989.0362833333332,0.0,0.0,0.0,0.0,10800.0,10800.0,1126.9814,137.94511666666665,1.0525,1.0672605534689124,12:00,0.0,1162.892589552083,3.3478007708333735,0.0
2025-09-07,106,17:50,1022.0535958333332,1026.7713958333334,921.3503833333333,0.0,0.0,0.0,0.0,10800.0,10800.0,1007.2681166666666,85.91773333333333,1.1617,1.1551777540815669,12:00,0.0,1192.8003305395832,2.7403341300000648,0.0
2025-09-07,107,18:00,866.3540666666667,869.42805,728.5833333333333,0.0,0.0,0.0,0.0,10800.0,10800.0,771.7833333333333,43.199999999999996,1.3135,1.3089211561149043,12:00,0.0,1141.993743675,2.0188385541666776,0.0
2025-09-07,108,18:10,874.696963888889,874.5456583333333,746.93315,0.0,0.0,0.0,0.0,10800.0,10800.0,756.6035666666667,9.670416666666666,1.3247,1.3784948647323374,18:00,0.0,1158.5106335941666,0.10021723472232225,0.0
2025-09-07,109,18:20,922.7467902777777,922.6257458333333,758.1825833333334,0.0,0.0,0.0,0.0,10800.0,10800.0,758.1825833333334,0.0,1.2514,1.3968591969584123,18:00,0.0,1154.5738583358334,0.0757375088887784,0.0
